key,all,male,female,age_00_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_and_older
ES_CN_35002,39466,19487,19979,3711,4133,3955,4870,6515,5913,4536,3388,2445
ES_CN_35003,11250,5555,5695,1058,1178,1128,1388,1857,1686,1293,966,697
ES_CN_35004,59263,29262,30002,5573,6206,5940,7312,9783,8879,6812,5087,3672
ES_CN_35005,1606,793,813,151,168,161,198,265,241,185,138,100
ES_CN_35006,42563,21016,21547,4002,4457,4266,5252,7026,6377,4892,3654,2637
ES_CN_35007,910,450,461,86,95,91,112,150,136,105,78,56
ES_CN_35008,9646,4763,4883,907,1010,967,1190,1592,1445,1109,828,598
ES_CN_35009,28634,14138,14496,2693,2998,2870,3533,4727,4290,3291,2458,1774
ES_CN_35010,5404,2668,2736,508,566,542,667,892,810,621,464,335
ES_CN_35011,33885,16731,17154,3186,3548,3396,4181,5594,5077,3895,2909,2100
ES_CN_35012,23452,11579,11872,2205,2456,2350,2894,3871,3514,2695,2013,1453
ES_CN_35013,9262,4573,4689,871,970,928,1143,1529,1388,1065,795,574
ES_CN_35014,24429,12062,12367,2297,2558,2448,3014,4033,3660,2808,2097,1514
ES_CN_35015,20751,10246,10505,1951,2173,2080,2560,3426,3109,2385,1781,1286
ES_CN_35016,400577,197788,202789,37668,41947,40147,49426,66126,60017,46041,34386,24820
ES_CN_35017,38817,19166,19651,3650,4065,3890,4789,6408,5816,4462,3332,2405
ES_CN_35018,20484,10114,10370,1926,2145,2053,2527,3381,3069,2354,1758,1269
ES_CN_35019,61226,30231,30995,5757,6411,6136,7554,10107,9173,7037,5256,3794
ES_CN_35020,10138,5006,5132,953,1062,1016,1251,1674,1519,1165,870,628
ES_CN_35021,20692,10217,10475,1946,2167,2074,2553,3416,3100,2378,1776,1282
ES_CN_35022,71824,35464,36360,6754,7521,7198,8862,11856,10761,8255,6165,4450
ES_CN_35023,15951,7876,8075,1500,1670,1599,1968,2633,2390,1833,1369,988
ES_CN_35024,20263,10005,10258,1905,2122,2031,2500,3345,3036,2329,1739,1255
ES_CN_35025,2583,1275,1307,243,270,259,319,426,387,297,222,160
ES_CN_35026,116623,57583,59039,10966,12212,11688,14390,19252,17473,13404,10011,7226
ES_CN_35027,15627,7716,7911,1469,1636,1566,1928,2580,2341,1796,1341,968
ES_CN_35028,18775,9270,9505,1765,1966,1882,2317,3099,2813,2158,1612,1163
ES_CN_35029,6758,3337,3421,636,708,677,834,1116,1013,777,580,419
ES_CN_35030,13991,6908,7083,1316,1465,1402,1726,2310,2096,1608,1201,867
ES_CN_35031,10639,5253,5386,1000,1114,1066,1313,1756,1594,1223,913,659
ES_CN_35032,5176,2556,2620,487,542,519,639,854,775,595,444,321
ES_CN_35033,9536,4708,4827,897,999,956,1177,1574,1429,1096,819,591
ES_CN_35034,13936,6881,7055,1310,1459,1397,1720,2301,2088,1602,1196,863
ES_CN_38001,48714,24053,24661,4581,5101,4882,6011,8042,7299,5599,4182,3018
ES_CN_38002,1377,680,697,130,144,138,170,227,206,158,118,85
ES_CN_38003,2066,1020,1046,194,216,207,255,341,310,237,177,128
ES_CN_38004,6999,3456,3543,658,733,701,864,1155,1049,804,601,434
ES_CN_38005,8328,4112,4216,783,872,835,1028,1375,1248,957,715,516
ES_CN_38006,84762,41852,42910,7970,8876,8495,10458,13992,12700,9742,7276,5252
ES_CN_38007,2501,1235,1266,235,262,251,309,413,375,288,215,155
ES_CN_38008,10264,5068,5196,965,1075,1029,1266,1694,1538,1180,881,636
ES_CN_38009,5101,2519,2583,480,534,511,629,842,764,586,438,316
ES_CN_38010,5772,2850,2922,543,604,578,712,953,865,663,495,358
ES_CN_38011,26019,12847,13172,2447,2725,2608,3210,4295,3898,2991,2234,1612
ES_CN_38012,3214,1587,1627,302,337,322,397,531,482,369,276,199
ES_CN_38013,4695,2318,2377,442,492,471,579,775,703,540,403,291
ES_CN_38014,2254,1113,1141,212,236,226,278,372,338,259,194,140
ES_CN_38015,4995,2466,2529,470,523,501,616,825,748,574,429,310
ES_CN_38016,1823,900,923,171,191,183,225,301,273,209,156,113
ES_CN_38017,46370,22895,23474,4360,4856,4647,5721,7655,6947,5330,3980,2873
ES_CN_38018,6556,3237,3319,617,687,657,809,1082,982,754,563,406
ES_CN_38019,22318,11020,11298,2099,2337,2237,2754,3684,3344,2565,1916,1383
ES_CN_38020,20630,10186,10444,1940,2160,2068,2545,3405,3091,2371,1771,1278
ES_CN_38021,2304,1137,1166,217,241,231,284,380,345,265,198,143
ES_CN_38022,27208,13434,13774,2558,2849,2727,3357,4491,4077,3127,2336,1686
ES_CN_38023,197222,97380,99842,18545,20652,19766,24334,32557,29549,22668,16930,12220
ES_CN_38024,24027,11864,12163,2259,2516,2408,2965,3966,3600,2762,2062,1489
ES_CN_38025,9861,4869,4992,927,1033,988,1217,1628,1477,1133,846,611
ES_CN_38026,50521,24945,25576,4751,5290,5063,6234,8340,7569,5807,4337,3130
ES_CN_38027,9364,4624,4741,881,981,939,1155,1546,1403,1076,804,580
ES_CN_38028,34801,17183,17617,3272,3644,3488,4294,5745,5214,4000,2987,2156
ES_CN_38029,1982,978,1003,186,208,199,245,327,297,228,170,123
ES_CN_38030,2755,1360,1395,259,288,276,340,455,413,317,236,171
ES_CN_38031,43231,21346,21885,4065,4527,4333,5334,7136,6477,4969,3711,2679
ES_CN_38032,19871,9812,10060,1869,2081,1992,2452,3280,2977,2284,1706,1231
ES_CN_38033,4907,2423,2484,461,514,492,605,810,735,564,421,304
ES_CN_38034,5730,2829,2901,539,600,574,707,946,858,659,492,355
ES_CN_38035,19490,9623,9867,1833,2041,1953,2405,3217,2920,2240,1673,1208
ES_CN_38036,9595,4738,4857,902,1005,962,1184,1584,1438,1103,824,594
ES_CN_38037,15598,7701,7896,1467,1633,1563,1925,2575,2337,1793,1339,966
ES_CN_38038,217590,107437,110153,20461,22785,21808,26848,35919,32601,25009,18678,13482
ES_CN_38039,16297,8047,8250,1532,1707,1633,2011,2690,2442,1873,1399,1010
ES_CN_38040,11526,5691,5835,1084,1207,1155,1422,1903,1727,1325,989,714
ES_CN_38041,10875,5370,5505,1023,1139,1090,1342,1795,1629,1250,934,674
ES_CN_38042,5585,2758,2827,525,585,560,689,922,837,642,479,346
ES_CN_38043,27005,13334,13671,2539,2828,2707,3332,4458,4046,3104,2318,1673
ES_CN_38044,3378,1668,1710,318,354,339,417,558,506,388,290,209
ES_CN_38045,4727,2334,2393,445,495,474,583,780,708,543,406,293
ES_CN_38046,13659,6744,6915,1284,1430,1369,1685,2255,2046,1570,1172,846
ES_CN_38047,3246,1603,1643,305,340,325,400,536,486,373,279,201
ES_CN_38048,5533,2732,2801,520,579,555,683,913,829,636,475,343
ES_CN_38049,4806,2373,2433,452,503,482,593,793,720,552,413,298
ES_CN_38050,3609,1782,1827,339,378,362,445,596,541,415,310,224
ES_CN_38051,10151,5012,5139,955,1063,1017,1253,1676,1521,1167,871,629
ES_CN_38052,2101,1038,1064,198,220,211,259,347,315,242,180,130
ES_CN_38053,5348,2641,2707,503,560,536,660,883,801,615,459,331
ES_CN_38901,1865,921,944,175,195,187,230,308,279,214,160,116
ES_CN_FUE,110159,54392,55767,10359,11535,11041,13592,18185,16505,12661,9456,6825
ES_CN_GMZ,23760,11732,12028,2234,2488,2381,2932,3922,3560,2731,2040,1472
ES_CN_LPA,935616,461969,473648,87979,97974,93771,115442,154448,140181,107538,80313,57971
ES_CN_TFN,997464,492506,504958,93795,104451,99970,123073,164658,149447,114646,85622,61803
ES_CN_VDE,12095,5972,6123,1137,1267,1212,1492,1997,1812,1390,1038,749
ES_CT,8589191,4196177,4393015,807684,899439,860851,1059779,1417853,1286884,987226,737294,532181
ES_EX,1147610,571339,576270,107912,120173,115018,141598,189443,171942,131905,98512,71106
ES_GA,2685165,1309970,1375194,252480,281176,269127,331306,443244,402304,308642,230507,166378
ES_IB,1295217,642448,652769,121793,135630,129811,159811,213810,194058,148869,111182,80251
ES_MC,1713894,851560,862334,161163,179472,171773,211470,282924,256788,196991,147121,106193
ES_MD,7480185,3569984,3910202,703386,783296,749692,922949,1234804,1120733,859756,642100,463471
ES_ML,88921,44572,44348,9554,10103,9902,11614,14130,12621,9447,6794,4756
ES_NC,726925,360189,366736,68361,76125,72859,89691,119989,108908,83552,62399,45040
ES_PV,2234214,1087652,1146561,210110,233973,223935,275667,368786,334730,256798,191784,138431
ES_RI,365965,181139,184827,34413,38322,36678,45155,60412,54831,42063,31415,22675
ES_VC,5765333,2838877,2926456,542133,603723,577823,711360,951722,863802,662654,494897,357219
ET,103782268,51381226,52401042,31171271,24687415,17780447,11916262,7884910,5252247,3225285,1480745,383686
FI,5655710,2774714,2880996,602392,615464,680444,723360,675621,739430,729819,572213,316968
FJ,930498,474455,456043,168734,164868,148756,136270,111551,95262,65417,31529,8113
FK,2680,1385,1296,414,270,311,314,319,337,316,273,126
FO,53560,27785,25775,7165,7068,7773,6229,6056,6837,5844,4321,2267
FR,70973194,34360529,36612665,8607803,8885403,8453291,8451202,8959832,9219219,8295329,5859943,4241171
FR_ARA,8314635,4042429,4272207,995099,1028022,982925,991617,1049474,1080681,980560,697686,508573
FR_ARA_01,690013,335205,354809,82557,85275,81573,82322,87105,89715,81368,57903,42194
FR_ARA_03,343524,167708,175816,41120,42484,40609,40961,43356,44640,40514,28824,21015
FR_ARA_07,352233,171105,181128,42162,43561,41639,41999,44456,45772,41541,29555,21548
FR_ARA_15,147564,72041,75523,17663,18249,17444,17595,18624,19176,17403,12382,9027
FR_ARA_26,558916,271436,287480,66902,69122,66072,66644,70541,72630,65917,46897,34192
FR_ARA_38,1337308,649639,687669,160075,165386,158089,159457,168782,173780,157718,112210,81810
FR_ARA_42,774205,376097,398108,92672,95746,91522,92314,97713,100606,91307,64962,47362
FR_ARA_43,243130,118694,124436,29103,30068,28741,28990,30686,31594,28674,20400,14873
FR_ARA_63,667809,326025,341783,79936,82588,78945,79628,84285,86780,78759,56034,40853
FR_ARA_69,1878419,912501,965918,224846,232305,222056,223978,237076,244096,221535,157613,114912
FR_ARA_73,462684,224763,237921,55383,57220,54696,55169,58396,60125,54568,38823,28305
FR_ARA_74,858442,417026,441416,102633,105968,101492,102512,108405,111716,101208,72050,52459
FR_BFC,2948063,1442787,1505276,352866,364564,348505,351539,372084,383115,347682,247367,180340
FR_BFC_21,552140,269454,282686,66091,68283,65271,65836,69686,71749,65118,46329,33777
FR_BFC_25,564921,277547,287374,67611,69848,66783,67373,71304,73424,66622,47403,34554
FR_BFC_39,277358,136261,141096,33198,34298,32788,33074,35006,36045,32710,23273,16966
FR_BFC_58,215726,105277,110449,25822,26679,25502,25723,27227,28033,25442,18101,13197
FR_BFC_70,255763,125656,130107,30615,31630,30235,30497,32280,33236,30164,21460,15646
FR_BFC_71,573739,279993,293747,68676,70955,67824,68411,72412,74556,67665,48141,35098
FR_BFC_89,359189,175286,183904,42995,44421,42461,42829,45334,46676,42362,30139,21973
FR_BFC_90,149161,73281,75879,17851,18442,17633,17790,18827,19387,17591,12516,9123
FR_BRE,3455175,1685366,1769809,413583,427304,408451,411986,436080,448993,407493,289915,211370
FR_COR,339833,165873,173960,40678,42027,40173,40521,42890,44161,40079,28514,20789
FR_COR_2A,155571,75935,79636,18622,19240,18391,18550,19635,20216,18348,13054,9517
FR_COR_2B,184260,89938,94322,22056,22788,21782,21971,23256,23944,21731,15461,11272
FR_CVL,2682879,1305184,1377695,321139,331793,317155,319900,338608,348634,316411,225114,164125
FR_CVL_18,311563,151576,159988,37294,38531,36831,37150,39323,40487,36745,26142,19060
FR_CVL_28,452467,220105,232362,54160,55957,53488,53951,57106,58797,53363,37965,27680
FR_CVL_36,235003,114328,120675,28130,29063,27781,28021,29660,30538,27716,19719,14376
FR_CVL_37,635117,308981,326136,76023,78545,75080,75730,80158,82532,74904,53291,38853
FR_CVL_41,347576,169093,178482,41605,42985,41088,41444,43868,45167,40992,29164,21263
FR_CVL_45,701126,341088,360038,83924,86709,82883,83600,88489,91110,82689,58830,42891
FR_GES,5764936,2808674,2956262,689626,712367,681557,687814,727722,749656,679877,483714,352602
FR_GES_08,280608,136638,143971,33583,34694,33176,33468,35419,36471,33093,23542,17163
FR_GES_10,320624,156119,164505,38379,39652,37902,38230,40466,41664,37813,26903,19614
FR_GES_51,574442,279708,294733,68760,71042,67907,68495,72501,74647,67748,48200,35141
FR_GES_52,178350,86844,91506,21348,22057,21084,21266,22510,23176,21034,14965,10911
FR_GES_54,758230,370036,388194,90747,93747,89649,90448,95719,98547,89408,63600,46365
FR_GES_55,199237,97228,102009,23848,24639,23553,23758,25146,25891,23497,16717,12188
FR_GES_57,1082226,528189,554037,129360,133605,127971,129222,136646,140843,127622,90775,66180
FR_GES_67,1180781,574262,606519,141274,145953,139581,140821,149021,153511,139277,99092,72250
FR_GES_68,807612,392829,414783,96502,99635,95478,96459,101977,105158,95235,67797,49371
FR_GES_88,382678,186748,195930,45806,47326,45238,45630,48298,49728,45132,32110,23410
FR_GF,353604,176364,177241,78790,70318,55650,43501,43048,31449,19587,8557,2703
FR_GUA,427560,197764,229796,48088,57439,57621,36096,53760,65766,52482,35129,21179
FR_HDF,6065541,2924359,3141181,725964,750000,717087,723365,765582,788291,715340,508901,371011
FR_HDF_02,550283,267180,283104,65868,68053,65052,65615,69452,71508,64899,46173,33663
FR_HDF_59,2593039,1245918,1347122,310307,320555,306587,309311,327315,337046,305804,217533,158581
FR_HDF_60,851059,413186,437872,101871,105251,100607,101478,107413,110593,100371,71410,52063
FR_HDF_62,1483534,712766,770768,177578,183470,175375,176893,187238,192782,174964,124480,90755
FR_HDF_80,588665,285808,302857,70463,72801,69589,70191,74296,76496,69425,49393,36011
FR_IDF,12763671,6111531,6652140,1527806,1578492,1508850,1521909,1610910,1658612,1505310,1070967,780815
FR_IDF_75,2368076,1133879,1234196,283458,292862,279941,282363,298876,307726,279284,198699,144867
FR_IDF_77,1527147,731242,795905,182799,188863,180531,182093,192742,198449,180107,128139,93423
FR_IDF_78,1474762,706153,768609,176528,182385,174338,175847,186131,191642,173929,123744,90218
FR_IDF_91,1312386,628396,683989,157092,162304,155143,156486,165637,170542,154779,110119,80285
FR_IDF_92,1716978,822121,894857,205522,212340,202972,204728,216701,223118,202495,144067,105036
FR_IDF_93,1698738,813388,885350,203338,210084,200815,202553,214399,220747,200344,142537,103920
FR_IDF_94,1411110,675666,735444,168909,174513,166814,168257,178097,183371,166422,118403,86324
FR_IDF_95,1251207,599121,652086,149769,154738,147911,149191,157916,162592,147564,104986,76542
FR_LRE,932045,449801,482245,137990,144567,122520,103745,122382,130443,94483,49684,26231
FR_MAY,224642,109092,115551,59419,53241,36178,27109,22213,13044,7548,4020,1869
FR_MQ,420590,194965,225624,44331,54985,42789,42425,51559,67807,57243,35569,23883
FR_NAQ,6292587,3054416,3238171,753183,778181,743849,750318,794247,817737,742125,527998,384949
FR_NAQ_16,368412,179581,188830,44099,45562,43552,43929,46497,47874,43449,30912,22538
FR_NAQ_17,683464,333152,350312,81810,84524,80795,81495,86260,88815,80606,57348,41811
FR_NAQ_19,257962,125829,132133,30878,31902,30495,30759,32557,33522,30423,21645,15781
FR_NAQ_23,123609,60295,63314,14796,15287,14612,14739,15601,16063,14578,10372,7562
FR_NAQ_24,444893,215240,229653,53254,55020,52593,53048,56150,57813,52469,37330,27216
FR_NAQ_33,1623990,785660,838330,194391,200840,191979,193641,204965,211034,191529,136265,99347
FR_NAQ_40,452468,218898,233570,54160,55957,53488,53951,57106,58797,53363,37965,27680
FR_NAQ_47,361653,174964,186689,43290,44726,42753,43123,45644,46996,42652,30345,22124
FR_NAQ_64,715146,345991,369155,85566,88415,84515,85278,90315,92960,84338,60009,43750
FR_NAQ_79,396339,193195,203144,47442,49016,46853,47258,50022,51503,46743,33256,24246
FR_NAQ_86,461856,225131,236725,55284,57118,54598,55071,58291,60017,54470,38753,28254
FR_NAQ_87,402710,196437,206273,48204,49803,47606,48018,50826,52331,47494,33790,24636
FR_NOR,3433579,1663578,1770001,410998,424633,405899,409411,433354,446186,404946,288103,210049
FR_OCC,6341082,3074779,3266303,758944,784150,749552,756101,800434,824082,747845,532065,387909
FR_OCC_09,170479,83254,87225,20405,21083,20152,20327,21518,22155,20106,14304,10429
FR_OCC_11,413944,199150,214795,49549,51193,48934,49358,52244,53791,48819,34733,25323
FR_OCC_12,295021,144075,150946,35314,36485,34876,35178,37235,38337,34794,24754,18048
FR_OCC_30,810712,390032,420680,97042,100261,95838,96667,102320,105350,95613,68025,49595
FR_OCC_31,1500377,732721,767655,179594,185552,177366,178901,189364,194971,176950,125893,91785
FR_OCC_32,209147,102137,107011,25035,25865,24724,24938,26397,27178,24666,17549,12795
FR_OCC_34,1202603,578569,624035,143951,148727,142165,143395,151781,156276,141832,100907,73569
FR_OCC_46,192537,94025,98512,23047,23811,22761,22958,24300,25020,22707,16155,11778
FR_OCC_48,82436,39662,42774,9868,10195,9745,9830,10404,10712,9722,6917,5043
FR_OCC_65,240735,117562,123173,28816,29772,28458,28705,30384,31283,28392,20199,14727
FR_OCC_66,515492,248032,267459,61625,63697,60884,61472,65180,67057,60792,43255,31530
FR_OCC_81,418898,204572,214326,50142,51805,49520,49948,52869,54435,49404,35149,25626
FR_OCC_82,288580,140929,147650,34543,35689,34114,34410,36422,37500,34034,24214,17654
FR_PAC,5276616,2538836,2737781,630891,652134,623463,628737,665757,685913,622673,443451,323598
FR_PAC_04,186702,89830,96872,22348,23090,22071,22262,23564,24262,22019,15666,11421
FR_PAC_05,155042,74597,80445,18558,19174,18328,18487,19568,20147,18285,13009,9485
FR_PAC_06,1129106,543299,585807,134439,139210,133169,134200,142298,146952,133526,95441,69871
FR_PAC_13,2098284,1009567,1088717,251164,259496,248047,250194,264826,272667,247465,176062,128362
FR_PAC_83,1114773,536361,578412,133438,137865,131782,132923,140696,144862,131473,93538,68196
FR_PAC_84,592674,285165,307509,70943,73296,70063,70669,74802,77017,69898,49730,36257
FR_PDL,3961912,1929292,2032620,474239,489972,468355,472409,500035,514842,467256,332434,242369
FR_PDL_44,1433557,698085,735472,171596,177289,169467,170934,180930,186288,169070,120286,87698
FR_PDL_49,845515,411731,433784,101208,104565,99952,100817,106713,109873,99718,70945,51724
FR_PDL_53,333322,162315,171007,39899,41222,39404,39745,42069,43315,39311,27968,20391
FR_PDL_72,608354,296244,312110,72820,75236,71916,72539,76781,79054,71747,51045,37216
FR_PDL_85,741986,361317,380668,88815,91762,87713,88473,93646,96419,87508,62258,45391
GA,3041911,1472170,1569742,1020681,749687,463581,303053,213902,144632,92049,45672,8655
GB,67352549,33147889,34204660,7993876,7554609,9003172,9045368,8396489,9063066,7156955,5714971,3424043
GB_ENG,56728048,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947
GB_ENG_E06000001,94474,46256,48218,11213,10597,12629,12688,11778,12713,10039,8016,4803
GB_ENG_E06000002,139543,68322,71220,16562,15652,18653,18740,17396,18777,14828,11841,7094
GB_ENG_E06000003,128866,63096,65770,15295,14454,17226,17306,16065,17340,13693,10935,6551
GB_ENG_E06000004,202250,99025,103225,24004,22685,27035,27162,25213,27215,21491,17161,10282
GB_ENG_E06000005,112840,55249,57590,13393,12657,15084,15154,14067,15184,11990,9575,5737
GB_ENG_E06000006,129492,63034,66458,15369,14524,17310,17391,16143,17425,13760,10988,6583
GB_ENG_E06000007,213688,104999,108689,25362,23968,28564,28698,26639,28754,22707,18132,10863
GB_ENG_E06000008,155226,76662,78565,18423,17411,20750,20847,19351,20888,16495,13171,7891
GB_ENG_E06000009,137576,67945,69631,16328,15431,18390,18476,17151,18513,14619,11674,6994
GB_ENG_E06000010,262503,130017,132486,31155,29443,35090,35254,32725,35323,27894,22274,13345
GB_ENG_E06000011,352209,174447,177762,41802,39505,47081,47301,43908,47394,37426,29886,17906
GB_ENG_E06000012,158420,78464,79956,18802,17769,21177,21276,19749,21317,16834,13442,8054
GB_ENG_E06000013,181087,89690,91397,21493,20312,24206,24320,22575,24367,19243,15366,9206
GB_ENG_E06000014,214429,105924,108506,25450,24051,28663,28798,26732,28854,22786,18195,10901
GB_ENG_E06000015,264871,130869,134002,31437,29709,35406,35572,33020,35642,28146,22475,13466
GB_ENG_E06000016,377389,186464,190924,44791,42330,50447,50683,47047,50782,40102,32022,19186
GB_ENG_E06000017,42307,20894,21413,5021,4745,5655,5682,5274,5693,4496,3590,2151
GB_ENG_E06000018,338525,167261,171264,40178,37970,45252,45463,42202,45553,35972,28725,17210
GB_ENG_E06000019,192129,95134,96995,22803,21550,25682,25803,23952,25853,20416,16303,9767
GB_ENG_E06000020,173748,86471,87277,20622,19488,23226,23334,21660,23380,18463,14743,8833
GB_ENG_E06000021,253101,125963,127138,30040,28389,33833,33991,31553,34058,26895,21476,12867
GB_ENG_E06000022,183288,90655,92633,21754,20558,24501,24615,22849,24664,19476,15552,9318
GB_ENG_E06000023,467674,231313,236361,55507,52456,62516,62808,58302,62931,49696,39683,23776
GB_ENG_E06000024,215482,106578,108904,25575,24169,28804,28939,26863,28996,22897,18284,10955
GB_ENG_E06000025,283677,140308,143370,33669,31818,37920,38097,35364,38172,30144,24071,14422
GB_ENG_E06000026,261289,128582,132707,31011,29307,34927,35091,32573,35160,27765,22171,13283
GB_ENG_E06000027,128219,63097,65121,15218,14382,17139,17220,15984,17253,13625,10880,6518
GB_ENG_E06000030,236933,117188,119745,28121,26575,31672,31820,29537,31882,25177,20104,12045
GB_ENG_E06000031,215945,107213,108731,25630,24221,28866,29001,26921,29058,22947,18323,10978
GB_ENG_E06000032,210350,103453,106897,24966,23594,28118,28250,26223,28305,22352,17849,10694
GB_ENG_E06000033,182465,89347,93118,21656,20466,24391,24505,22747,24553,19389,15483,9276
GB_ENG_E06000034,172634,84534,88100,20489,19363,23077,23185,21521,23230,18344,14648,8776
GB_ENG_E06000035,270573,132950,137623,32113,30349,36168,36338,33731,36409,28751,22959,13755
GB_ENG_E06000036,118588,58629,59959,14075,13301,15852,15926,14784,15957,12601,10062,6029
GB_ENG_E06000037,164300,81231,83069,19500,18429,21963,22065,20482,22109,17459,13941,8353
GB_ENG_E06000038,158312,78270,80041,18789,17757,21162,21261,19736,21303,16822,13433,8048
GB_ENG_E06000039,147726,73036,74690,17533,16570,19747,19839,18416,19878,15698,12535,7510
GB_ENG_E06000040,156162,77204,78958,18534,17516,20875,20972,19468,21013,16594,13251,7939
GB_ENG_E06000041,162634,80407,82227,19302,18242,21740,21842,20275,21884,17282,13800,8268
GB_ENG_E06000042,290373,143559,146814,34463,32570,38815,38997,36199,39073,30855,24639,14762
GB_ENG_E06000043,289338,141943,147396,34340,32453,38677,38858,36070,38934,30745,24551,14709
GB_ENG_E06000046,136001,67239,68762,16141,15254,18180,18265,16954,18301,14452,11540,6914
GB_ENG_E06000047,531816,260392,271424,63119,59651,71090,71422,66298,71562,56511,45126,27037
GB_ENG_E06000049,387606,190481,197125,46004,43476,51813,52055,48321,52157,41188,32889,19705
GB_ENG_E06000050,338815,166482,172333,40213,38003,45290,45502,42238,45592,36003,28749,17225
GB_ENG_E06000051,329968,164206,165762,39163,37011,44108,44314,41135,44401,35063,27998,16775
GB_ENG_E06000052,539699,263377,276322,64055,60535,72143,72481,67281,72623,57349,45795,27437
GB_ENG_E06000054,510687,252587,258100,60611,57281,68265,68585,63664,68719,54266,43333,25962
GB_ENG_E06000055,170022,83633,86388,20179,19070,22727,22834,21196,22878,18067,14427,8644
GB_ENG_E06000056,283879,139619,144260,33693,31841,37947,38125,35389,38199,30165,24088,14432
GB_ENG_E06000057,322426,158425,164001,38267,36165,43100,43301,40195,43386,34261,27359,16392
GB_ENG_E06000058,398814,197177,201638,47334,44733,53311,53560,49718,53665,42379,33840,20275
GB_ENG_E06000059,378743,187253,191490,44952,42482,50628,50865,47216,50964,40246,32137,19255
GB_ENG_E08000001,292376,144538,147838,34701,32794,39083,39266,36449,39343,31068,24809,14864
GB_ENG_E08000002,187754,92817,94937,22284,21059,25098,25215,23406,25265,19951,15931,9545
GB_ENG_E08000003,620774,306884,313891,73677,69629,82981,83369,77388,83533,65964,52674,31559
GB_ENG_E08000004,237188,117255,119932,28151,26604,31706,31854,29569,31916,25204,20126,12058
GB_ENG_E08000005,217332,107439,109893,25794,24377,29051,29187,27094,29245,23094,18441,11049
GB_ENG_E08000006,246620,121918,124702,29270,27662,32966,33121,30745,33186,26206,20926,12538
GB_ENG_E08000007,284418,140601,143818,33757,31902,38019,38197,35457,38272,30223,24134,14459
GB_ENG_E08000008,224954,111208,113747,26699,25232,30070,30211,28044,30270,23904,19088,11436
GB_ENG_E08000009,246814,122013,124801,29293,27684,32992,33147,30769,33212,26227,20943,12548
GB_ENG_E08000010,330627,163437,167190,39241,37085,44196,44403,41217,44490,35133,28054,16808
GB_ENG_E08000011,146109,71127,74982,17341,16388,19531,19622,18214,19661,15526,12398,7428
GB_ENG_E08000012,481628,234441,247186,57163,54021,64381,64682,60042,64809,51178,40867,24485
GB_ENG_E08000013,174931,85168,89763,20762,19621,23384,23493,21808,23539,18588,14843,8893
GB_ENG_E08000014,266213,129589,136623,31596,29860,35585,35752,33187,35822,28288,22589,13534
GB_ENG_E08000015,319627,155586,164041,37935,35851,42726,42925,39846,43010,33964,27121,16249
GB_ENG_E08000016,243079,120181,122898,28850,27265,32493,32645,30303,32709,25830,20626,12358
GB_ENG_E08000017,318127,157290,160837,37757,35682,42525,42724,39659,42808,33805,26994,16173
GB_ENG_E08000018,268165,132588,135577,31828,30079,35846,36014,33431,36085,28496,22754,13633
GB_ENG_E08000019,583001,288253,294748,69194,65392,77932,78296,72679,78450,61950,49469,29639
GB_ENG_E08000021,297963,146407,151556,35364,33421,39830,40016,37145,40095,31662,25283,15148
GB_ENG_E08000022,204431,100449,103982,24263,22930,27327,27455,25485,27509,21723,17346,10393
GB_ENG_E08000023,144879,71188,73691,17195,16250,19366,19457,18061,19495,15395,12293,7365
GB_ENG_E08000024,267537,131456,136081,31753,30008,35763,35930,33352,36000,28429,22701,13601
GB_ENG_E08000025,1152827,567429,585398,136825,129306,154102,154823,143716,155127,122501,97820,58608
GB_ENG_E08000026,326643,160777,165865,38768,36638,43663,43868,40721,43954,34709,27716,16606
GB_ENG_E08000027,311894,153528,158366,37018,34983,41692,41887,38882,41969,33142,26465,15856
GB_ENG_E08000028,332907,163855,169051,39511,37340,44501,44709,41501,44797,35375,28248,16924
GB_ENG_E08000029,210773,103748,107025,25016,23641,28175,28307,26276,28362,22397,17885,10715
GB_ENG_E08000030,281745,138679,143065,33439,31602,37662,37838,35123,37912,29939,23907,14323
GB_ENG_E08000031,253635,124871,128764,30103,28449,33904,34063,31619,34130,26952,21522,12894
GB_ENG_E08000032,572855,281024,291831,67990,64254,76575,76934,71414,77084,60872,48608,29123
GB_ENG_E08000033,216509,106212,110297,25697,24285,28941,29077,26991,29134,23007,18371,11007
GB_ENG_E08000034,452324,221895,230429,53685,50735,60464,60746,56389,60866,48065,38381,22995
GB_ENG_E08000035,786256,385714,400542,93318,88190,105101,105593,98018,105800,83549,66716,39972
GB_ENG_E08000036,335269,164478,170790,39792,37605,44816,45026,41796,45114,35626,28448,17044
GB_ENG_E08000037,209264,102822,106442,24837,23472,27973,28104,26088,28159,22237,17757,10639
GB_ENG_E09000001,11655,5766,5889,1383,1307,1558,1565,1453,1568,1238,989,593
GB_ENG_E09000002,206093,100556,105537,24460,23116,27549,27678,25692,27732,21900,17487,10477
GB_ENG_E09000003,402990,199897,203093,47829,45201,53869,54121,50238,54227,42822,34195,20487
GB_ENG_E09000004,242199,118168,124031,28746,27166,32376,32527,30194,32591,25736,20551,12313
