key,all,male,female,age_00_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_and_older
RU_VGG,2502548,1136863,1365685,301593,251408,259935,411050,334788,326923,355701,155533,105616
RU_VLA,1337117,588035,749082,141978,126357,130961,212307,189000,182106,202063,94134,58210
RU_VLG,1123554,509169,614385,137154,117188,115024,182207,166445,136359,145543,75144,48490
RU_VOR,2282761,1016071,1266689,244088,214218,211560,357787,312222,292850,347310,177604,125123
RU_YAN,549195,275612,273582,102264,66809,70490,125300,99891,60744,18387,3422,1888
RU_YAR,1183588,519828,663759,123418,108638,118180,190682,160447,165335,176845,81960,58082
RU_YEV,159367,75541,83826,23122,19810,19335,26551,21047,22027,17281,6243,3951
RU_ZAB,1050683,498112,552572,175222,133294,128389,169350,146144,118391,108724,44088,27082
RW,13532512,6744881,6787631,3477345,3512686,2005918,2053604,1119797,699613,479528,134703,49318
SA,37099355,21472623,15626731,6268817,5118781,5759893,7249006,6742674,3620551,1608882,550152,180600
SB,675122,346503,328620,172416,154274,116770,83050,69868,41241,23055,11464,2985
SC,105185,51877,53308,16366,13669,13089,15744,16093,14570,9511,4134,2007
SD,42652961,21643153,21009808,11704800,9908719,7448815,5088857,3628124,2478604,1485479,703418,206145
SE,10242009,5120257,5121752,1228693,1163947,1301246,1343998,1286892,1289213,1104815,986438,536768
SE_110,2426713,1199910,1226803,291125,275782,308313,318443,304912,305461,261770,233726,127181
SE_121,374953,187822,187131,44982,42611,47638,49203,47112,47197,40446,36113,19651
SE_122,289580,145056,144524,34740,32909,36791,38000,36385,36451,31237,27891,15177
SE_123,459133,229991,229143,55081,52178,58333,60249,57689,57793,49527,44221,24063
SE_124,294671,147608,147063,35351,33488,37438,38668,37025,37092,31786,28381,15443
SE_125,263150,131818,131332,31569,29906,33433,34532,33064,33124,28386,25345,13791
SE_211,351980,177668,174312,42226,40001,44719,46188,44226,44305,37968,33900,18447
SE_212,196370,99121,97249,23558,22316,24949,25768,24674,24718,21182,18913,10292
SE_213,233312,117768,115544,27990,26515,29642,30616,29315,29368,25167,22471,12228
SE_214,56747,28644,28103,6808,6449,7210,7446,7130,7143,6121,5465,2974
SE_221,159184,79318,79865,19097,18090,20224,20889,20001,20037,17171,15332,8343
SE_224,1409166,702155,707011,169053,160144,179034,184916,177059,177378,152007,135722,73853
SE_231,328338,164264,164075,39390,37314,41715,43086,41255,41329,35418,31623,17208
SE_232,1693760,847367,846393,203194,192487,215193,222263,212820,213202,182706,163129,88766
SE_311,274864,138583,136281,32974,31238,34922,36070,34538,34599,29650,26470,14404
SE_312,280176,141262,138914,33612,31840,35596,36766,35204,35267,30223,26984,14683
SE_313,278194,140263,137932,33374,31615,35345,36506,34955,35018,30009,26794,14580
SE_321,241143,121707,119436,28929,27405,30637,31644,30299,30354,26012,23225,12638
SE_322,126255,63722,62533,15146,14348,16041,16568,15864,15893,13619,12159,6616
SE_331,263260,133747,129513,31582,29918,33447,34546,33078,33138,28398,25355,13797
SE_332,241080,122475,118604,28916,27396,30627,31635,30289,30348,26014,23220,12635
SG,4550014,2248711,2301304,418690,487446,590249,609573,715020,716572,586539,292192,133734
SH,2577,1361,1216,228,255,306,145,446,484,345,222,145
SI,2200547,1086345,1114202,225028,209123,221953,299977,321998,319447,295562,186308,121152
SJ,3122,1731,1391,346,257,517,734,611,476,161,17,3
SK,5444243,2643058,2801185,561186,544738,667758,849852,853498,703775,689181,391275,182980
SL,6867419,3386024,3481395,1946977,1630757,1193731,865473,589497,352537,195225,81422,11799
SM,32955,15936,17019,3098,3625,3766,3664,4693,5377,3802,2811,2121
SN,16492866,8121929,8370937,4925374,3765799,2777704,2078736,1353516,815645,487667,229769,58657
SO,11152956,5548578,5604378,3691487,2651572,1853053,1181480,774855,514490,312474,139502,34043
SR,622556,309611,312946,110087,107552,102594,88154,77929,70897,38961,18559,7823
SS,17154178,8720262,8433916,4813459,4113074,3034488,2062276,1354609,903586,521766,280060,70860
ST,216440,107651,108790,62042,52473,35541,26225,19371,11172,5815,2345,1457
SV,6770760,3163598,3607162,1196580,1217993,1267905,916418,752170,593125,424087,262428,140054
SV_AH,357279,170814,186466,71751,65796,72967,46689,33964,28588,19978,11828,5719
SV_CA,162942,75916,87026,33021,37258,30279,16401,14252,12348,9744,6389,3250
SV_CH,244520,115071,129449,45291,58380,43132,22607,20644,19948,17318,11499,5698
SV_CU,311371,148185,163186,59945,54869,63788,45194,32518,22927,16330,10284,5516
SV_LI,844320,397484,446836,147492,151922,156844,114628,96426,76208,52559,31277,16964
SV_MO,193328,90376,102953,40697,36297,37359,22885,16474,15709,12461,7749,3696
SV_PA,403279,190525,212754,70934,73102,82981,55584,40923,31454,23750,15590,8961
SV_SA,606904,287181,319723,106879,100300,117626,87255,67302,53529,38110,23339,12564
SV_SM,485424,226663,258761,90576,82692,95947,67962,48649,39775,29768,19393,10660
SV_SO,530238,247629,282609,100250,105107,97358,63193,53515,46037,34008,20534,10236
SV_SS,1831768,838403,993365,283048,312336,305346,265986,250566,182821,120839,72221,38606
SV_SV,181068,85791,95277,32150,32022,36274,24568,17670,14620,11527,7675,4562
SV_UN,221459,102905,118553,42365,38939,46824,28875,19372,17289,13913,9147,4734
SV_US,380231,178558,201673,68514,65555,77385,52786,38957,30742,22826,14898,8568
SX,30872,15212,15660,3956,3769,4453,3269,3883,5744,3972,1495,330
SY,26869804,13526141,13343663,5727114,6769702,4584661,3226491,2582314,1941218,1271791,550798,215714
SZ,1096176,518271,577905,274388,239074,221166,170768,84183,52738,33000,16179,4680
TC,45999,23158,22841,6702,6029,6716,8648,8988,5173,2278,940,525
TD,16558017,8047436,8510581,5451705,4066076,2803802,1783067,1108928,667431,436630,188788,51591
TG,8644003,4203778,4440225,2379307,1957639,1501263,1155988,787828,471791,260721,109567,19898
TH,75152289,36828165,38324124,7589783,9015288,11324539,10424409,11891500,11154964,7863227,3928059,1960520
TJ,9329667,4707658,4622010,2327368,1799725,1642219,1384590,890277,686120,404321,125900,69147
TK,1317,634,683,231,295,229,148,162,138,76,28,11
TL,1423236,719206,704030,423537,343310,264622,141874,96556,79494,44854,23409,5578
TM,9882092,4824560,5057532,2174131,1642371,1653235,1573385,1140855,884806,555576,174024,83709
TN,11778159,5869715,5908444,1997276,1622005,1726091,1948135,1552300,1361683,954869,418905,196895
TO,106490,53448,53041,23970,24591,18690,11395,10485,7728,5418,2725,1489
TR,80464393,40340254,40124139,12674099,13031116,12633777,12248324,10968395,8526668,5896739,3157327,1327948
TT,1392685,691699,700986,185094,187993,178590,244864,194013,176648,133272,67281,24929
TV,12235,6057,6178,2536,2087,2310,1858,971,1178,862,323,111
TW,24134210,11942181,12192029,2155860,2255329,3197848,3629651,3820671,3698027,3091797,1422629,862400
TZ,56419708,28166395,28253313,16816922,13850727,9168109,6867514,4646449,2459647,1555149,799364,255827
UA,43776387,20063744,23712643,4708190,4317150,4816716,7143508,6385930,5887809,5567456,3050532,1899096
UA_43,1922930,874708,1048222,216773,174510,214452,310119,274652,275171,248172,132836,76246
UG,42208385,21013147,21195238,14131423,10345110,7192365,4678540,2898694,1561921,856367,418981,124984
UM,,,,,,,,,,,,
US,196002783,96011474,99991310,24285241,25086298,27127192,26476052,23890079,24792127,22683346,14148276,7514174
US_AK,816841,424916,391925,115198,111045,128022,113254,102310,116061,82608,35021,13322
US_AK_02020,327179,165946,161232,45463,43678,56111,47368,41033,44009,31045,13141,5331
US_AK_02110,31857,16227,15630,3818,4007,4395,4318,4398,5179,3668,1470,605
US_AL,5193945,2512466,2681479,621981,660970,701742,680141,613936,666838,645125,414601,188612
US_AL_01011,10343,5559,4784,1160,1217,1456,1405,1205,1429,1294,813,364
US_AL_01019,28278,13969,14309,2906,3237,2627,3265,3352,3998,4805,3052,1035
US_AL_01029,15850,7854,7995,1842,1999,1712,1912,1941,2036,2369,1470,569
US_AL_01031,57144,28101,29043,6894,7130,7670,7654,6605,6873,7189,4958,2171
US_AL_01033,53711,25661,28050,5677,6456,5891,6395,6382,7226,7737,5400,2547
US_AL_01039,37865,18209,19656,4248,4430,4006,4334,4219,5118,5464,4097,1948
US_AL_01049,78354,38518,39836,10480,10144,9104,10658,9170,9470,10136,6501,2690
US_AL_01053,38219,19579,18640,4397,4488,4614,5389,4453,4954,5001,3524,1400
US_AL_01071,52752,25787,26966,5759,6376,5419,6702,6165,7238,7994,5138,1963
US_AL_01077,97787,46628,51160,10345,11874,12835,11189,11109,12754,13575,9582,4525
US_AL_01079,33838,16496,17343,3919,4139,3759,4181,4502,4490,4806,2923,1120
US_AL_01081,169772,83415,86357,19670,24848,38195,21997,18298,17763,16077,9199,3724
US_AL_01083,104057,52436,51622,12659,12759,12918,14798,14155,13358,12744,7728,2940
US_AL_01091,19796,9293,10503,2335,2686,2089,2266,2260,2660,2684,1871,944
US_AL_01095,105050,51478,53572,13519,13298,12756,13582,12110,12797,13774,9391,3823
US_AL_01109,36407,17340,19066,3728,5288,7720,3951,3459,4038,4255,2750,1218
US_AL_01113,57229,27207,30021,7576,7459,8297,7498,6542,7125,6606,4201,1924
US_AL_01119,12879,5830,7048,1321,1884,1974,1331,1333,1803,1486,1127,620
US_AR,3239694,1585221,1654473,411655,409232,438604,423461,368838,394967,403526,264192,125218
US_AR_05119,406882,194739,212143,52076,47899,60796,58499,46573,52999,46227,27160,14652
US_AZ,8111971,4026510,4085461,1080975,1054611,1112760,1095491,905754,930631,988546,646511,296692
US_AZ_04005,154864,76838,78026,19320,23386,29824,19316,16345,19662,15946,8001,3064
US_AZ_04007,54989,27302,27686,5711,5884,4876,4535,5364,7675,10609,7425,2910
US_AZ_04012,20998,10846,10152,1826,1785,1532,1537,1664,2478,4751,4311,1114
US_AZ_04013,4737853,2335633,2402220,657911,634196,676219,680976,557233,524355,515338,327166,164459
US_AZ_04015,256764,128424,128340,25688,26523,22988,23406,25563,34908,48941,36109,12638
US_AZ_04019,1139990,557949,582041,133953,141177,162370,140947,120535,141558,149011,99148,51292
US_AZ_04021,790538,413184,377354,115013,94009,101957,120899,82122,82947,105687,66711,21192
US_AZ_04025,266439,130433,136006,24210,26366,23734,23510,25240,38865,52387,35819,16308
US_AZ_04027,241298,120582,120716,34270,35697,33612,28692,24435,23664,28038,23933,8957
US_CA,41324598,20468055,20856543,5297960,5594857,6134141,5908592,5079947,4954811,4286163,2632208,1435918
US_CA_06001,1578096,770735,807361,188905,184848,231752,249052,204701,199569,169336,95611,54322
US_CA_06003,1176,608,568,138,114,100,104,155,221,212,103,29
US_CA_06005,41344,22340,19005,3045,4040,3619,4249,5048,6625,7689,4654,2375
US_CA_06007,238287,117579,120708,24986,30282,39916,26030,23708,30656,30939,19408,12362
US_CA_06009,51187,25626,25561,4300,5666,4036,4255,5596,8584,10105,6224,2421
US_CA_06011,24383,12502,11881,3827,3647,3129,3150,2672,2905,2663,1522,869
US_CA_06013,1163059,564976,598083,144938,151827,139150,155543,155278,155637,137552,78470,44666
US_CA_06015,29760,16462,13298,3169,3414,4027,4209,3643,4090,3802,2314,1092
US_CA_06017,210309,105123,105186,22334,26662,20458,22156,27476,34606,31380,17239,7999
US_CA_06019,1081267,538451,542815,169414,169311,170976,145723,117058,115356,98924,60123,34382
US_CA_06021,29915,15072,14843,4272,4291,3816,3655,3307,3739,3419,2251,1165
US_CA_06023,143222,71751,71471,14892,16245,23822,18850,14356,20234,19039,10091,5694
US_CA_06025,225488,115281,110207,33523,35618,33785,31215,26222,24631,20184,13833,6477
US_CA_06027,19469,9802,9666,1992,2117,1981,2086,2079,3059,2995,2019,1140
US_CA_06029,1062556,546667,515889,170099,166382,165353,149886,121364,114789,93343,55978,25360
US_CA_06031,179978,101188,78789,27375,24964,31770,28852,22240,18585,13890,8532,3770
US_CA_06033,71677,35954,35723,7335,8079,7293,7313,7989,11254,11978,7069,3367
US_CA_06035,35992,23025,12967,3122,3770,6413,6208,4955,4728,3838,1947,1010
US_CA_06037,10131270,4972946,5158324,1244409,1368420,1571274,1536073,1273475,1187979,990995,618642,340003
US_CA_06039,185932,89509,96423,27502,27312,26679,25163,20665,20710,19822,12550,5529
US_CA_06041,257644,126169,131475,27722,25142,22534,30332,35666,39769,41323,21987,13168
US_CA_06043,19451,9888,9563,1545,1916,1715,1777,2157,3364,3692,2328,957
US_CA_06045,89501,44706,44795,9968,10167,10431,10703,9438,13282,14476,6977,4059
US_CA_06047,310111,155611,154500,51070,52630,47075,42077,33762,31273,27090,16822,8312
US_CA_06049,9983,5036,4947,1040,1113,874,998,1087,1462,1804,1125,481
US_CA_06051,15714,8360,7354,1790,1624,2667,2228,1975,2383,1834,951,262
US_CA_06053,429205,219888,209317,61517,59009,67172,62202,48249,48917,42261,24864,15014
US_CA_06055,150515,74933,75581,17155,18696,18486,18983,18188,20003,19626,11836,7542
US_CA_06057,105968,52367,53601,9129,11457,9736,10436,11586,17486,19345,10720,6072
US_CA_06059,3180211,1566919,1613292,388298,428135,456175,451559,417674,385733,332542,206831,113265
US_CA_06061,491900,239276,252624,58386,63724,53025,60143,62613,64426,64895,42802,21887
US_CA_06063,19240,9645,9595,1609,1976,1650,1647,1972,3331,3893,2219,944
US_CA_06065,3102618,1538017,1564601,439597,478593,425146,415592,371176,339188,312405,215214,105708
US_CA_06067,1638003,798583,839420,216449,219540,243872,232631,197633,199760,167854,102882,57381
US_CA_06069,57390,28644,28746,8294,8968,7289,7735,7542,7229,5679,3012,1641
US_CA_06071,2421841,1200136,1221705,357322,387055,369249,338501,291261,276569,217637,125951,58295
US_CA_06073,3426794,1712922,1713871,414935,434299,579260,496166,411857,406476,344030,212896,126875
US_CA_06077,833056,413103,419953,125376,129530,116235,113579,98768,94237,80802,47995,26534
US_CA_06079,296602,151145,145456,27755,35959,48352,32634,32061,41760,39496,23914,14672
US_CA_06081,726230,355419,370811,86084,77836,89643,108713,96626,96434,86433,52614,31847
US_CA_06083,448037,224106,223932,53219,62745,77952,56614,48279,51456,46438,31319,20018
US_CA_06085,1888348,943219,945129,245838,223869,263921,304517,253416,226867,188703,118378,62837
US_CA_06087,268686,133748,134938,29027,35071,42893,34119,31768,38583,32506,15098,9622
US_CA_06089,192179,94250,97929,20808,23429,22988,20578,21328,27203,28654,17902,9290
US_CA_06091,3050,1548,1502,242,277,230,256,345,561,633,370,137
US_CA_06093,45517,22701,22817,4516,4986,4403,4222,4643,7317,8222,4735,2475
US_CA_06095,435156,216252,218904,53598,57533,60885,57555,54521,59373,49571,28126,13993
US_CA_06097,510510,250075,260435,56481,60876,67014,63549,61164,72905,69079,35888,23555
US_CA_06099,591508,291451,300057,86654,89800,85365,80145,69313,67599,57860,35766,19007
US_CA_06101,113536,56093,57443,16214,16041,15404,14906,13064,13040,12292,8506,4070
US_CA_06103,72043,35796,36247,9180,9388,8210,8100,8098,9282,10104,6717,2963
US_CA_06105,14627,7573,7055,1211,1451,1228,1375,1576,2580,2911,1643,652
US_CA_06107,535759,267605,268154,92988,88024,79443,72823,57100,53927,47521,29228,14705
US_CA_06109,56285,29593,26693,4457,5564,6063,5784,6057,8914,9821,6388,3238
US_CA_06111,900301,445703,454598,115664,126383,121531,118952,114006,115337,97611,58301,32515
US_CA_06113,239334,116461,122874,28040,35242,50057,31024,25590,26588,22417,12956,7420
US_CA_06115,86763,43583,43180,13702,12286,13049,11814,9656,10094,8638,5289,2235
US_CA_SFO,836028,421640,414388,61427,57439,153489,159776,106675,102079,93893,63033,38217
US_CO,5962803,2978798,2984005,782811,743944,854059,875080,741220,776641,653732,357233,178082
US_CO_08027,5159,2679,2480,356,483,256,420,492,1028,1282,663,179
US_CO_08031,645846,321264,324582,81619,62834,121243,117078,72251,70819,62315,35739,21948
US_CO_08043,47511,27251,20260,4008,4378,5697,6452,6033,6746,7234,4669,2295
US_CO_08093,18179,9563,8616,1705,1837,1279,2094,2700,3894,3297,1098,275
US_CO_08101,178862,87619,91244,22357,22994,21867,21575,19619,23487,22872,15514,8577
US_CO_08109,6023,3085,2937,749,681,620,622,653,981,1061,494,160
US_CT,3752024,1818390,1933634,416756,474984,464289,464250,499839,515148,456067,277479,183211
US_CT_09001,950176,459779,490397,116514,123535,107068,122212,132947,126833,108720,68013,44335
US_CT_09003,931197,447713,483484,103209,116318,117041,116327,120469,126334,112598,70693,48209
US_DC,632669,297434,335235,58373,62674,138612,106072,69265,70525,65989,38782,22377
US_DC_11001,632669,297434,335235,58373,62674,138612,106072,69265,70525,65989,38782,22377
US_DE,1035750,499890,535860,120699,127709,137209,128535,126191,132876,135670,86094,40766
US_DE_10001,207180,99244,107935,26711,27469,28808,25416,24929,24518,25580,16788,6959
US_FL,22378858,10895349,11483510,2371551,2552497,2815527,2770363,2671958,2785900,3052085,2211881,1147096
US_FL_12009,619949,302478,317471,57832,67530,64694,62989,75071,88098,93024,73731,36980
US_FL_12011,1885280,908790,976490,208964,224467,235726,256637,254764,247615,220824,143731,92552
US_FL_12031,961369,464501,496868,120140,116485,150573,136492,119095,122967,104857,59474,31287
US_FL_12073,316489,150440,166048,32817,44382,76572,38420,31383,36212,31868,16081,8752
US_GA,11723214,5704118,6019096,1589223,1582966,1624897,1721488,1511074,1410843,1266276,707359,309088
US_GA_13153,175317,84921,90396,24304,24259,25517,24484,22468,20959,17434,11536,4356
US_GA_ATL,468881,226963,241918,59865,58025,77636,78109,60723,54357,44721,23096,12348
US_GU,159657,80776,78881,25383,25702,25582,20667,18869,19099,13596,7394,3365
US_HI,1531693,764289,767404,179021,172637,215044,201768,178560,202191,195458,115228,71787
US_HI_15003,1037030,516681,520349,120601,115881,156592,139361,120805,127601,125207,79415,51568
US_IA,3201579,1578224,1623355,397429,402753,437058,396609,364027,416686,373001,255350,158665
US_ID,1925338,961984,963354,281927,264099,266390,255515,210220,230619,218863,131614,66092
US_ID_16001,511407,255388,256018,71730,66979,72308,76780,63075,62057,53543,28843,16092
US_IL,13446497,6571414,6875083,1683851,1756136,1866573,1874053,1647898,1703221,1475643,918947,520175
US_IN,6975727,3417226,3558501,891408,921931,936258,923133,835962,896082,802409,498505,270040
US_IN_18093,46505,22869,23636,5285,5720,4680,5702,5598,6438,6642,4286,2156
US_KS,3051707,1507814,1543893,410464,397191,434293,393807,347409,386769,334702,216322,130751
US_KS_20177,186310,89721,96589,24303,22670,24227,22881,20634,25239,22923,14805,8629
US_KY,4705222,2305740,2399482,574712,580379,624308,634768,573246,614156,577473,356669,169511
US_KY_21031,12451,6218,6233,1459,1432,1524,1559,1478,1664,1730,1104,501
US_KY_21067,333043,163266,169777,39082,38311,64044,50652,38041,39491,33320,19548,10553
US_KY_21073,50795,24482,26313,5757,5898,6460,6605,6197,7134,6778,4018,1948
US_KY_21085,27579,13919,13661,3294,3365,3045,3630,3224,3723,3825,2478,995
US_KY_21111,794296,381290,413006,96004,93496,109982,109396,94177,105931,92527,58926,33858
US_KY_21183,24912,12424,12488,3220,3064,2798,3165,2834,3203,3435,2156,1038
US_LA,4713158,2298746,2414412,608165,610408,692774,616907,550141,604586,538574,333370,158234
